route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
020-151,1403-Collier-Weekday-22,7560084-1403-Collier-Weekday-22,Inbound-KENNEDY TO DOWNTOWN,1,1155123,0200033
020-151,1403-Collier-Weekday-22,7560085-1403-Collier-Weekday-22,Inbound-KENNEDY TO DOWNTOWN,1,1155126,0200033
020-151,1403-Collier-Weekday-22,7560086-1403-Collier-Weekday-22,Inbound-KENNEDY TO DOWNTOWN,1,1155129,0200033
020-151,1403-Collier-Weekday-22,7560087-1403-Collier-Weekday-22,Inbound-KENNEDY TO DOWNTOWN,1,1155186,0200033
020-151,1403-Collier-Weekday-22,7560088-1403-Collier-Weekday-22,Inbound-KENNEDY TO DOWNTOWN,1,1155124,0200033
020-151,1403-Collier-Weekday-22,7560089-1403-Collier-Weekday-22,Inbound-KENNEDY TO DOWNTOWN,1,1155126,0200033
020-151,1403-Collier-Weekday-22,7560090-1403-Collier-Weekday-22,Inbound-KENNEDY TO DOWNTOWN,1,1155129,0200033
020-151,1403-Collier-Weekday-22,7560091-1403-Collier-Weekday-22,Inbound-KENNEDY TO DOWNTOWN,1,1155276,0200033
020-151,1403-Collier-Weekday-22,7560092-1403-Collier-Weekday-22,Inbound-KENNEDY TO DOWNTOWN,1,1155132,0200033
020-151,1403-Collier-Weekday-22,7560093-1403-Collier-Weekday-22,Inbound-KENNEDY TO DOWNTOWN,1,1155210,0200033
020-151,1403-Collier-Weekday-22,7560094-1403-Collier-Weekday-22,Inbound-KENNEDY TO DOWNTOWN,1,1155191,0200033
020-151,1403-Collier-Weekday-22,7560095-1403-Collier-Weekday-22,Inbound-KENNEDY TO DOWNTOWN,1,1155212,0200033
020-151,1403-Collier-Weekday-22,7560096-1403-Collier-Weekday-22,Inbound-KENNEDY TO DOWNTOWN,1,1155244,0200033
020-151,1403-Collier-Weekday-22,7560097-1403-Collier-Weekday-22,Inbound-KENNEDY TO DOWNTOWN,1,1155189,0200033
020-151,1403-Collier-Weekday-22,7560098-1403-Collier-Weekday-22,Inbound-KENNEDY TO DOWNTOWN,1,1155265,0200033
020-151,1403-Collier-Weekday-22,7560099-1403-Collier-Weekday-22,Inbound-KENNEDY TO DOWNTOWN,1,1155284,0200033
020-151,1403-Collier-Weekday-22,7560100-1403-Collier-Weekday-22,Inbound-KENNEDY TO DOWNTOWN,1,1155214,0200033
020-151,1403-Collier-Weekday-22,7560101-1403-Collier-Weekday-22,Inbound-KENNEDY TO DOWNTOWN,1,1155134,0200033
020-151,1403-Collier-Weekday-22,7560102-1403-Collier-Weekday-22,Inbound-KENNEDY TO DOWNTOWN,1,1155213,0200033
020-151,1403-Collier-Weekday-22,7560103-1403-Collier-Weekday-22,Inbound-KENNEDY TO DOWNTOWN,1,1155133,0200033
020-151,1403-Collier-Weekday-22,7560104-1403-Collier-Weekday-22,Inbound-KENNEDY TO DOWNTOWN,1,1155307,0200033
020-151,1403-Collier-Weekday-22,7560105-1403-Collier-Weekday-22,Outbound-KENNEDY TO HERBST ROAD,0,1155123,0200034
020-151,1403-Collier-Weekday-22,7560106-1403-Collier-Weekday-22,Outbound-KENNEDY TO HERBST ROAD,0,1155126,0200034
020-151,1403-Collier-Weekday-22,7560107-1403-Collier-Weekday-22,Outbound-KENNEDY TO HERBST ROAD,0,1155129,0200034
020-151,1403-Collier-Weekday-22,7560108-1403-Collier-Weekday-22,Outbound-KENNEDY TO HERBST ROAD,0,1155186,0200034
020-151,1403-Collier-Weekday-22,7560109-1403-Collier-Weekday-22,Outbound-KENNEDY TO HERBST ROAD,0,1155124,0200034
020-151,1403-Collier-Weekday-22,7560110-1403-Collier-Weekday-22,Outbound-KENNEDY TO HERBST ROAD,0,1155126,0200034
020-151,1403-Collier-Weekday-22,7560111-1403-Collier-Weekday-22,Outbound-KENNEDY TO HERBST ROAD,0,1155129,0200034
020-151,1403-Collier-Weekday-22,7560112-1403-Collier-Weekday-22,Outbound-KENNEDY TO HERBST ROAD,0,1155276,0200034
020-151,1403-Collier-Weekday-22,7560113-1403-Collier-Weekday-22,Outbound-KENNEDY TO HERBST ROAD,0,1155132,0200034
020-151,1403-Collier-Weekday-22,7560114-1403-Collier-Weekday-22,Outbound-KENNEDY TO HERBST ROAD,0,1155210,0200034
020-151,1403-Collier-Weekday-22,7560115-1403-Collier-Weekday-22,Outbound-KENNEDY TO HERBST ROAD,0,1155191,0200034
020-151,1403-Collier-Weekday-22,7560116-1403-Collier-Weekday-22,Outbound-KENNEDY TO HERBST ROAD,0,1155212,0200034
020-151,1403-Collier-Weekday-22,7560117-1403-Collier-Weekday-22,Outbound-KENNEDY TO HERBST ROAD,0,1155244,0200034
020-151,1403-Collier-Weekday-22,7560118-1403-Collier-Weekday-22,Outbound-KENNEDY TO HERBST ROAD,0,1155189,0200034
020-151,1403-Collier-Weekday-22,7560119-1403-Collier-Weekday-22,Outbound-KENNEDY TO HERBST ROAD,0,1155265,0200034
020-151,1403-Collier-Weekday-22,7560120-1403-Collier-Weekday-22,Outbound-KENNEDY TO HERBST ROAD,0,1155284,0200034
020-151,1403-Collier-Weekday-22,7560121-1403-Collier-Weekday-22,Outbound-KENNEDY TO HERBST ROAD,0,1155214,0200034
020-151,1403-Collier-Weekday-22,7560122-1403-Collier-Weekday-22,Outbound-KENNEDY TO HERBST ROAD,0,1155134,0200034
020-151,1403-Collier-Weekday-22,7560123-1403-Collier-Weekday-22,Outbound-KENNEDY TO HERBST ROAD,0,1155213,0200034
020-151,1403-Collier-Weekday-22,7560124-1403-Collier-Weekday-22,Outbound-KENNEDY TO HERBST ROAD,0,1155133,0200034
020-151,1403-Collier-Weekday-22,7560125-1403-Collier-Weekday-22,Outbound-KENNEDY TO HERBST ROAD,0,1155307,0200034
021-151,1403-Collier-Weekday-22,7560126-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155119,0210037
021-151,1403-Collier-Weekday-22,7560127-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155121,0210037
021-151,1403-Collier-Weekday-22,7560128-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155114,0210037
021-151,1403-Collier-Weekday-22,7560129-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155115,0210037
021-151,1403-Collier-Weekday-22,7560130-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155120,0210037
021-151,1403-Collier-Weekday-22,7560131-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155118,0210037
021-151,1403-Collier-Weekday-22,7560132-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155182,0210037
021-151,1403-Collier-Weekday-22,7560133-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155119,0210037
021-151,1403-Collier-Weekday-22,7560134-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155121,0210037
021-151,1403-Collier-Weekday-22,7560135-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155114,0210037
021-151,1403-Collier-Weekday-22,7560136-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155118,0210037
021-151,1403-Collier-Weekday-22,7560137-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155219,0210037
021-151,1403-Collier-Weekday-22,7560138-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155207,0210037
021-151,1403-Collier-Weekday-22,7560139-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155219,0210037
021-151,1403-Collier-Weekday-22,7560140-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155208,0210037
021-151,1403-Collier-Weekday-22,7560141-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155196,0210037
021-151,1403-Collier-Weekday-22,7560142-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155222,0210037
021-151,1403-Collier-Weekday-22,7560143-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155116,0210037
021-151,1403-Collier-Weekday-22,7560144-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155197,0210037
021-151,1403-Collier-Weekday-22,7560145-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155208,0210037
021-151,1403-Collier-Weekday-22,7560146-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155117,0210037
021-151,1403-Collier-Weekday-22,7560147-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155193,0210037
021-151,1403-Collier-Weekday-22,7560148-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155225,0210037
021-151,1403-Collier-Weekday-22,7560149-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155233,0210037
021-151,1403-Collier-Weekday-22,7560150-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155239,0210037
021-151,1403-Collier-Weekday-22,7560151-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155197,0210037
021-151,1403-Collier-Weekday-22,7560152-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155224,0210037
021-151,1403-Collier-Weekday-22,7560153-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155193,0210037
021-151,1403-Collier-Weekday-22,7560154-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155237,0210037
021-151,1403-Collier-Weekday-22,7560155-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155231,0210037
021-151,1403-Collier-Weekday-22,7560156-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155237,0210037
021-151,1403-Collier-Weekday-22,7560157-1403-Collier-Weekday-22,Inbound-CORAOPOLIS TO DOWNTOWN,1,1155270,0210037
021-151,1403-Collier-Weekday-22,7560158-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155119,0210036
021-151,1403-Collier-Weekday-22,7560159-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155121,0210036
021-151,1403-Collier-Weekday-22,7560160-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155114,0210036
021-151,1403-Collier-Weekday-22,7560161-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155115,0210036
021-151,1403-Collier-Weekday-22,7560162-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155120,0210036
021-151,1403-Collier-Weekday-22,7560163-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155118,0210036
021-151,1403-Collier-Weekday-22,7560164-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155119,0210036
021-151,1403-Collier-Weekday-22,7560165-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155114,0210036
021-151,1403-Collier-Weekday-22,7560166-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155118,0210036
021-151,1403-Collier-Weekday-22,7560167-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155219,0210036
021-151,1403-Collier-Weekday-22,7560168-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155207,0210036
021-151,1403-Collier-Weekday-22,7560169-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155219,0210036
021-151,1403-Collier-Weekday-22,7560170-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155208,0210036
021-151,1403-Collier-Weekday-22,7560171-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155196,0210036
021-151,1403-Collier-Weekday-22,7560172-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155222,0210036
021-151,1403-Collier-Weekday-22,7560173-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155116,0210036
021-151,1403-Collier-Weekday-22,7560174-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155197,0210036
021-151,1403-Collier-Weekday-22,7560175-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155208,0210036
021-151,1403-Collier-Weekday-22,7560176-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155117,0210036
021-151,1403-Collier-Weekday-22,7560177-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155193,0210036
021-151,1403-Collier-Weekday-22,7560178-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155225,0210036
021-151,1403-Collier-Weekday-22,7560179-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155233,0210036
021-151,1403-Collier-Weekday-22,7560180-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155239,0210036
021-151,1403-Collier-Weekday-22,7560181-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155197,0210036
021-151,1403-Collier-Weekday-22,7560182-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155224,0210036
021-151,1403-Collier-Weekday-22,7560183-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155193,0210036
021-151,1403-Collier-Weekday-22,7560184-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155237,0210036
021-151,1403-Collier-Weekday-22,7560185-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155231,0210036
021-151,1403-Collier-Weekday-22,7560186-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155237,0210036
021-151,1403-Collier-Weekday-22,7560187-1403-Collier-Weekday-22,Outbound-CORAOPOLIS TO SEWICKLEY,0,1155270,0210036
024-151,1403-Collier-Weekday-22,7560188-1403-Collier-Weekday-22,Inbound-WEST PARK TO DOWNTOWN,1,1155122,0240122
024-151,1403-Collier-Weekday-22,7560189-1403-Collier-Weekday-22,Inbound-WEST PARK TO DOWNTOWN,1,1155125,0240122
024-151,1403-Collier-Weekday-22,7560190-1403-Collier-Weekday-22,Inbound-WEST PARK TO DOWNTOWN,1,1155128,0240122
024-151,1403-Collier-Weekday-22,7560191-1403-Collier-Weekday-22,Inbound-WEST PARK TO DOWNTOWN,1,1155130,0240121
024-151,1403-Collier-Weekday-22,7560192-1403-Collier-Weekday-22,Inbound-WEST PARK TO DOWNTOWN,1,1155185,0240121
024-151,1403-Collier-Weekday-22,7560193-1403-Collier-Weekday-22,Inbound-WEST PARK TO DOWNTOWN,1,1155122,0240121
024-151,1403-Collier-Weekday-22,7560194-1403-Collier-Weekday-22,Inbound-WEST PARK TO DOWNTOWN,1,1155125,0240121
024-151,1403-Collier-Weekday-22,7560195-1403-Collier-Weekday-22,Inbound-WEST PARK TO DOWNTOWN,1,1155223,0240121
024-151,1403-Collier-Weekday-22,7560196-1403-Collier-Weekday-22,Inbound-WEST PARK TO DOWNTOWN,1,1155130,0240122
024-151,1403-Collier-Weekday-22,7560197-1403-Collier-Weekday-22,Inbound-WEST PARK DOWNTOWN,1,1155129,0240123
024-151,1403-Collier-Weekday-22,7560198-1403-Collier-Weekday-22,Inbound-WEST PARK TO DOWNTOWN,1,1155199,0240122
024-151,1403-Collier-Weekday-22,7560199-1403-Collier-Weekday-22,Inbound-WEST PARK DOWNTOWN,1,1155191,0240123
024-151,1403-Collier-Weekday-22,7560200-1403-Collier-Weekday-22,Inbound-WEST PARK TO DOWNTOWN,1,1155246,0240122
024-151,1403-Collier-Weekday-22,7560201-1403-Collier-Weekday-22,Inbound-WEST PARK DOWNTOWN,1,1155192,0240123
024-151,1403-Collier-Weekday-22,7560202-1403-Collier-Weekday-22,Inbound-WEST PARK TO DOWNTOWN,1,1155199,0240122
024-151,1403-Collier-Weekday-22,7560203-1403-Collier-Weekday-22,Inbound-WEST PARK DOWNTOWN,1,1155188,0240123
024-151,1403-Collier-Weekday-22,7560204-1403-Collier-Weekday-22,Inbound-WEST PARK TO DOWNTOWN,1,1155198,0240122
024-151,1403-Collier-Weekday-22,7560205-1403-Collier-Weekday-22,Inbound-WEST PARK DOWNTOWN,1,1155189,0240123
024-151,1403-Collier-Weekday-22,7560206-1403-Collier-Weekday-22,Inbound-WEST PARK TO DOWNTOWN,1,1155200,0240122
024-151,1403-Collier-Weekday-22,7560207-1403-Collier-Weekday-22,Inbound-WEST PARK DOWNTOWN,1,1155214,0240123
024-151,1403-Collier-Weekday-22,7560208-1403-Collier-Weekday-22,Inbound-WEST PARK TO DOWNTOWN,1,1155190,0240122
024-151,1403-Collier-Weekday-22,7560209-1403-Collier-Weekday-22,Inbound-WEST PARK DOWNTOWN,1,1155184,0240123
024-151,1403-Collier-Weekday-22,7560210-1403-Collier-Weekday-22,Inbound-WEST PARK TO DOWNTOWN,1,1155183,0240122
024-151,1403-Collier-Weekday-22,7560211-1403-Collier-Weekday-22,Inbound-WEST PARK DOWNTOWN,1,1155189,0240123
024-151,1403-Collier-Weekday-22,7560212-1403-Collier-Weekday-22,Inbound-WEST PARK TO DOWNTOWN,1,1155181,0240122
024-151,1403-Collier-Weekday-22,7560213-1403-Collier-Weekday-22,Inbound-WEST PARK DOWNTOWN,1,1155284,0240123
024-151,1403-Collier-Weekday-22,7560214-1403-Collier-Weekday-22,Inbound-WEST PARK TO DOWNTOWN,1,1155136,0240122
024-151,1403-Collier-Weekday-22,7560215-1403-Collier-Weekday-22,Inbound-WEST PARK TO DOWNTOWN,1,1155181,0240122
024-151,1403-Collier-Weekday-22,7560216-1403-Collier-Weekday-22,Inbound-WEST PARK TO DOWNTOWN,1,1155136,0240122
024-151,1403-Collier-Weekday-22,7560217-1403-Collier-Weekday-22,Inbound-WEST PARK TO DOWNTOWN,1,1155249,0240122
024-151,1403-Collier-Weekday-22,7560218-1403-Collier-Weekday-22,Outbound-WEST PARK TO KENNEDY CENTER,0,1155249,0240127
024-151,1403-Collier-Weekday-22,7560219-1403-Collier-Weekday-22,Outbound-WEST PARK TO KENNEDY CENTER,0,1155136,0240127
024-151,1403-Collier-Weekday-22,7560220-1403-Collier-Weekday-22,Outbound-WEST PARK TO KENNEDY CENTER,0,1155181,0240127
024-151,1403-Collier-Weekday-22,7560221-1403-Collier-Weekday-22,Outbound-WEST PARK TO KENNEDY CENTER,0,1155136,0240127
024-151,1403-Collier-Weekday-22,7560222-1403-Collier-Weekday-22,Outbound-WEST PARK TO KENNEDY CENTER,0,1155122,0240127
024-151,1403-Collier-Weekday-22,7560223-1403-Collier-Weekday-22,Outbound-WEST PARK TO KENNEDY CENTER,0,1155125,0240127
024-151,1403-Collier-Weekday-22,7560224-1403-Collier-Weekday-22,Outbound-WEST PARK TO KENNEDY CENTER,0,1155128,0240127
024-151,1403-Collier-Weekday-22,7560225-1403-Collier-Weekday-22,Outbound-WEST PARK TO KENNEDY CENTER,0,1155130,0240127
024-151,1403-Collier-Weekday-22,7560226-1403-Collier-Weekday-22,Outbound-WEST PARK TO KENNEDY CENTER,0,1155185,0240127
024-151,1403-Collier-Weekday-22,7560227-1403-Collier-Weekday-22,Outbound-WEST PARK TO KENNEDY CENTER,0,1155122,0240127
024-151,1403-Collier-Weekday-22,7560228-1403-Collier-Weekday-22,Outbound-WEST PARK TO KENNEDY CENTER,0,1155125,0240127
024-151,1403-Collier-Weekday-22,7560229-1403-Collier-Weekday-22,Outbound-WEST PARK TO KENNEDY CENTER,0,1155223,0240127
024-151,1403-Collier-Weekday-22,7560230-1403-Collier-Weekday-22,Outbound-WEST PARK TO KENNEDY CENTER,0,1155130,0240127
024-151,1403-Collier-Weekday-22,7560231-1403-Collier-Weekday-22,Outbound-WEST PARK-PICKFORD MALL AT ROBINSON,0,1155129,0240126
024-151,1403-Collier-Weekday-22,7560232-1403-Collier-Weekday-22,Outbound-WEST PARK TO KENNEDY CENTER,0,1155199,0240127
024-151,1403-Collier-Weekday-22,7560233-1403-Collier-Weekday-22,Outbound-WEST PARK-PICKFORD MALL AT ROBINSON,0,1155191,0240126
024-151,1403-Collier-Weekday-22,7560234-1403-Collier-Weekday-22,Outbound-WEST PARK TO KENNEDY CENTER,0,1155246,0240127
024-151,1403-Collier-Weekday-22,7560235-1403-Collier-Weekday-22,Outbound-WEST PARK-PICKFORD MALL AT ROBINSON,0,1155192,0240126
024-151,1403-Collier-Weekday-22,7560236-1403-Collier-Weekday-22,Outbound-WEST PARK TO KENNEDY CENTER,0,1155199,0240127
024-151,1403-Collier-Weekday-22,7560237-1403-Collier-Weekday-22,Outbound-WEST PARK-PICKFORD MALL AT ROBINSON,0,1155188,0240126
024-151,1403-Collier-Weekday-22,7560238-1403-Collier-Weekday-22,Outbound-WEST PARK TO KENNEDY CENTER,0,1155198,0240127
024-151,1403-Collier-Weekday-22,7560239-1403-Collier-Weekday-22,Outbound-WEST PARK-PICKFORD MALL AT ROBINSON,0,1155189,0240126
024-151,1403-Collier-Weekday-22,7560240-1403-Collier-Weekday-22,Outbound-WEST PARK TO KENNEDY CENTER,0,1155200,0240127
024-151,1403-Collier-Weekday-22,7560241-1403-Collier-Weekday-22,Outbound-WEST PARK-PICKFORD MALL AT ROBINSON,0,1155214,0240126
024-151,1403-Collier-Weekday-22,7560242-1403-Collier-Weekday-22,Outbound-WEST PARK TO MALL AT ROBINSON,0,1155190,0240124
024-151,1403-Collier-Weekday-22,7560243-1403-Collier-Weekday-22,Outbound-WEST PARK-PICKFORD MALL AT ROBINSON,0,1155184,0240126
024-151,1403-Collier-Weekday-22,7560244-1403-Collier-Weekday-22,Outbound-WEST PARK TO MALL AT ROBINSON,0,1155183,0240124
024-151,1403-Collier-Weekday-22,7560245-1403-Collier-Weekday-22,Outbound-WEST PARK-PICKFORD MALL AT ROBINSON,0,1155189,0240126
024-151,1403-Collier-Weekday-22,7560246-1403-Collier-Weekday-22,Outbound-WEST PARK TO MALL AT ROBINSON,0,1155181,0240124
024-151,1403-Collier-Weekday-22,7560247-1403-Collier-Weekday-22,Outbound-WEST PARK-PICKFORD MALL AT ROBINSON,0,1155284,0240126
022-151,1403-Collier-Weekday-22,7560248-1403-Collier-Weekday-22,Inbound-McCOY TO DOWNTOWN,1,1155124,0220036
022-151,1403-Collier-Weekday-22,7560249-1403-Collier-Weekday-22,Inbound-McCOY TO DOWNTOWN,1,1155127,0220036
022-151,1403-Collier-Weekday-22,7560250-1403-Collier-Weekday-22,Inbound-McCOY TO DOWNTOWN,1,1155131,0220036
022-151,1403-Collier-Weekday-22,7560251-1403-Collier-Weekday-22,Inbound-McCOY TO DOWNTOWN,1,1155123,0220036
022-151,1403-Collier-Weekday-22,7560252-1403-Collier-Weekday-22,Inbound-McCOY TO DOWNTOWN,1,1155127,0220036
022-151,1403-Collier-Weekday-22,7560253-1403-Collier-Weekday-22,Inbound-McCOY TO DOWNTOWN,1,1155131,0220036
022-151,1403-Collier-Weekday-22,7560254-1403-Collier-Weekday-22,Inbound-McCOY TO DOWNTOWN,1,1155127,0220036
022-151,1403-Collier-Weekday-22,7560255-1403-Collier-Weekday-22,Inbound-McCOY TO DOWNTOWN,1,1155195,0220036
022-151,1403-Collier-Weekday-22,7560256-1403-Collier-Weekday-22,Inbound-McCOY TO DOWNTOWN,1,1155277,0220036
022-151,1403-Collier-Weekday-22,7560257-1403-Collier-Weekday-22,Inbound-McCOY TO DOWNTOWN,1,1155132,0220036
022-151,1403-Collier-Weekday-22,7560258-1403-Collier-Weekday-22,Inbound-McCOY TO DOWNTOWN,1,1155210,0220036
022-151,1403-Collier-Weekday-22,7560259-1403-Collier-Weekday-22,Inbound-McCOY TO DOWNTOWN,1,1155265,0220036
022-151,1403-Collier-Weekday-22,7560260-1403-Collier-Weekday-22,Inbound-McCOY TO DOWNTOWN,1,1155284,0220036
022-151,1403-Collier-Weekday-22,7560261-1403-Collier-Weekday-22,Inbound-McCOY TO DOWNTOWN,1,1155133,0220036
022-151,1403-Collier-Weekday-22,7560262-1403-Collier-Weekday-22,Inbound-McCOY TO DOWNTOWN,1,1155187,0220036
022-151,1403-Collier-Weekday-22,7560263-1403-Collier-Weekday-22,Inbound-McCOY TO DOWNTOWN,1,1155213,0220036
022-151,1403-Collier-Weekday-22,7560264-1403-Collier-Weekday-22,Inbound-McCOY TO DOWNTOWN,1,1155133,0220036
022-151,1403-Collier-Weekday-22,7560265-1403-Collier-Weekday-22,Inbound-McCOY TO DOWNTOWN,1,1155187,0220036
022-151,1403-Collier-Weekday-22,7560266-1403-Collier-Weekday-22,Inbound-McCOY TO DOWNTOWN,1,1155307,0220036
022-151,1403-Collier-Weekday-22,7560267-1403-Collier-Weekday-22,Inbound-McCOY TO DOWNTOWN,1,1155187,0220036
022-151,1403-Collier-Weekday-22,7560268-1403-Collier-Weekday-22,Inbound-McCOY TO DOWNTOWN,1,1155213,0220036
022-151,1403-Collier-Weekday-22,7560269-1403-Collier-Weekday-22,Inbound-McCOY TO DOWNTOWN,1,1155194,0220036
022-151,1403-Collier-Weekday-22,7560270-1403-Collier-Weekday-22,Inbound-McCOY TO DOWNTOWN,1,1155135,0220036
022-151,1403-Collier-Weekday-22,7560271-1403-Collier-Weekday-22,Outbound-McCOY TO KENNEDY CENTER,0,1155124,0220037
022-151,1403-Collier-Weekday-22,7560272-1403-Collier-Weekday-22,Outbound-McCOY TO KENNEDY CENTER,0,1155127,0220037
022-151,1403-Collier-Weekday-22,7560273-1403-Collier-Weekday-22,Outbound-McCOY TO KENNEDY CENTER,0,1155131,0220037
022-151,1403-Collier-Weekday-22,7560274-1403-Collier-Weekday-22,Outbound-McCOY TO KENNEDY CENTER,0,1155123,0220037
022-151,1403-Collier-Weekday-22,7560275-1403-Collier-Weekday-22,Outbound-McCOY TO KENNEDY CENTER,0,1155127,0220037
022-151,1403-Collier-Weekday-22,7560276-1403-Collier-Weekday-22,Outbound-McCOY TO KENNEDY CENTER,0,1155131,0220037
022-151,1403-Collier-Weekday-22,7560277-1403-Collier-Weekday-22,Outbound-McCOY TO KENNEDY CENTER,0,1155127,0220037
022-151,1403-Collier-Weekday-22,7560278-1403-Collier-Weekday-22,Outbound-McCOY TO KENNEDY CENTER,0,1155195,0220037
022-151,1403-Collier-Weekday-22,7560279-1403-Collier-Weekday-22,Outbound-McCOY TO KENNEDY CENTER,0,1155277,0220037
022-151,1403-Collier-Weekday-22,7560280-1403-Collier-Weekday-22,Outbound-McCOY TO KENNEDY CENTER,0,1155132,0220037
022-151,1403-Collier-Weekday-22,7560281-1403-Collier-Weekday-22,Outbound-McCOY TO KENNEDY CENTER,0,1155210,0220037
022-151,1403-Collier-Weekday-22,7560282-1403-Collier-Weekday-22,Outbound-McCOY TO KENNEDY CENTER,0,1155265,0220037
022-151,1403-Collier-Weekday-22,7560283-1403-Collier-Weekday-22,Outbound-McCOY TO KENNEDY CENTER,0,1155284,0220037
022-151,1403-Collier-Weekday-22,7560284-1403-Collier-Weekday-22,Outbound-McCOY TO KENNEDY CENTER,0,1155133,0220037
